20141003, 188.5100, 190.8500, 186.2400, 188.6700, 14352364
20140926, 193.7200, 194.1400, 188.6100, 190.0600, 16209901
20140919, 191.4200, 195.0000, 190.5800, 194.0000, 20044000
20140912, 190.7500, 192.7800, 189.5100, 191.2800, 12878100
20140905, 192.6800, 192.9700, 190.0600, 191.2000, 9627700
20140829, 191.3900, 194.1330, 190.6600, 192.3000, 11487700
20140822, 188.1000, 192.0700, 187.7600, 190.4100, 11074800
20140815, 187.8100, 188.8800, 186.2800, 187.3800, 10927100
20140808, 189.3500, 189.9500, 183.5800, 186.6300, 14770900
20140801, 194.3000, 196.4000, 188.8600, 189.1500, 19838900
20140725, 191.3000, 195.9000, 189.2500, 194.4000, 19580700
20140718, 188.5500, 195.9500, 188.2100, 192.5000, 34217100
20140711, 187.6100, 188.9000, 186.2100, 188.0000, 14983700
20140703, 181.3300, 188.9900, 180.2600, 188.5300, 18382300
20140627, 181.9200, 183.0000, 179.2700, 181.7100, 17703900
20140620, 182.4000, 184.4700, 181.2350, 181.5500, 24186800
20140613, 186.2200, 187.6400, 180.9100, 182.5600, 18143900
20140606, 184.7600, 187.6500, 183.9200, 186.3700, 14243300
20140530, 184.8000, 185.6500, 182.3300, 184.3600, 15895800
20140523, 186.6100, 187.1600, 184.7000, 185.9400, 14066100
20140516, 191.1200, 193.0300, 185.9300, 187.0600, 19407200
20140509, 191.0500, 191.4900, 186.9300, 190.0800, 13925300
20140502, 191.1400, 196.8600, 190.5800, 191.4400, 21195300
20140425, 189.8000, 193.0000, 189.1100, 189.6300, 22312800
20140417, 196.2400, 198.7100, 187.0100, 190.0100, 30565200
20140411, 191.7200, 199.2100, 191.5700, 195.1900, 30598500
20140404, 191.6400, 195.1300, 191.2800, 191.7700, 29036500
20140328, 187.4300, 195.6300, 187.3700, 190.4500, 35465000
20140321, 182.6600, 188.7000, 182.6600, 186.6700, 30821100
20140314, 187.5500, 188.4500, 182.2100, 182.2100, 24057200
20140307, 183.3300, 188.9200, 182.8200, 187.6800, 20103400
20140228, 182.8200, 186.1200, 182.8200, 185.1700, 20734000
20140221, 183.1800, 185.7100, 182.3200, 182.7900, 19774200
20140214, 176.9700, 184.4300, 176.2500, 183.6900, 21312600
20140207, 176.0200, 177.5600, 172.1900, 177.2500, 25234000
20140131, 179.6050, 179.6500, 175.3400, 176.6800, 25559900
20140124, 190.2300, 190.3900, 179.6400, 179.6400, 38736900
20140117, 186.2600, 190.8100, 183.8600, 190.0900, 27635300
20140110, 187.1500, 190.3500, 185.3000, 187.2600, 22947500
20140103, 185.3200, 187.7900, 184.6700, 186.6400, 15248000
20131227, 181.0500, 186.5000, 180.6100, 185.0800, 12400800
20131220, 173.2200, 182.0000, 172.7300, 180.0200, 32267100
20131213, 177.9900, 178.1520, 172.7300, 172.8000, 21870800
20131206, 179.4600, 179.5900, 175.1600, 177.6700, 24816100
20131129, 180.2500, 180.7600, 177.3100, 179.6800, 20384900
20131122, 183.5200, 186.2400, 179.9200, 181.3000, 25637400
20131115, 180.1900, 184.0487, 179.6600, 183.1900, 25682800
20131108, 179.9000, 181.3900, 177.3500, 179.9900, 25635300
20131101, 177.0400, 182.3200, 176.2000, 179.2300, 25853600
20131025, 174.4200, 179.1000, 172.6301, 176.8500, 29861500
20131018, 185.4100, 186.9900, 172.5700, 173.7800, 45663100
20131011, 181.8500, 186.2300, 178.7100, 186.1600, 20859700
20131004, 185.5600, 186.7400, 183.0000, 184.1000, 16351900
20130927, 190.0600, 192.4100, 186.4500, 186.9200, 15079700
20130920, 193.7000, 194.8900, 190.0200, 190.0200, 22379100
20130913, 183.6800, 193.1000, 183.3100, 192.1700, 18194900
20130906, 183.6300, 185.0000, 182.3100, 183.0300, 11856200
20130830, 185.2700, 187.0000, 181.1000, 182.2700, 15052200
20130823, 185.3000, 186.5700, 183.1685, 185.4200, 14564700
20130816, 186.9700, 189.9900, 185.3400, 185.3400, 16580500
20130809, 195.1600, 195.8800, 186.7900, 187.8200, 20128300
20130802, 196.8300, 197.8300, 193.2215, 195.1600, 15338600
20130726, 193.4000, 197.8300, 193.2804, 197.3500, 14719100
20130719, 192.4200, 200.9400, 191.6800, 193.5400, 31679400
20130712, 195.6000, 195.7800, 190.7800, 192.0700, 20715900
20130705, 192.1500, 195.1600, 190.2600, 194.9300, 12378100
20130628, 193.9900, 196.9000, 188.4100, 191.1100, 25092600
20130621, 203.4400, 206.0900, 193.5401, 195.4600, 22773400
20130614, 206.9700, 206.9800, 200.3400, 202.2000, 14580500
20130607, 208.2500, 210.0500, 201.4700, 206.3500, 17768500
20130531, 207.4400, 211.9800, 206.0400, 208.0200, 16799600
20130524, 208.0200, 210.1500, 204.4200, 205.7200, 20259100
20130517, 204.1800, 209.5000, 202.0400, 208.4400, 21587300
20130510, 203.7900, 205.0000, 201.5200, 204.4700, 18700700
20130503, 194.7800, 205.3190, 194.6500, 204.5100, 26809200
20130426, 191.1500, 195.1700, 187.6800, 194.3100, 27976600
20130419, 210.4400, 212.0000, 189.7600, 190.0000, 35696400
20130412, 209.0700, 213.0900, 207.3300, 211.3800, 15273700
20130405, 212.8000, 214.8900, 206.3400, 209.4100, 16247600
20130328, 212.5400, 213.4400, 209.7350, 213.3000, 12516100
20130322, 212.9000, 215.8200, 210.1100, 212.0800, 18085500
20130315, 210.0400, 215.9000, 209.0400, 214.9200, 23433000
20130308, 202.5900, 210.7400, 202.5500, 210.3800, 18680900
20130301, 201.6700, 203.1230, 197.5100, 202.9100, 19419000
20130222, 200.6000, 201.8900, 198.1100, 201.0900, 13744500
20130215, 200.9800, 201.9500, 199.0200, 200.9800, 14498300
20130208, 204.1900, 205.0200, 198.6800, 201.6800, 16419900
20130201, 204.8500, 206.2200, 202.9600, 205.1800, 15901300
20130125, 194.3600, 208.5800, 194.0100, 204.9700, 27508900
20130118, 192.8200, 195.0000, 190.3900, 194.4700, 19748400
20130111, 193.4000, 195.0000, 191.2800, 194.4500, 16589700
20130104, 189.2300, 196.3500, 188.8400, 193.9900, 15943900
20121228, 193.0500, 193.8300, 189.8300, 189.8300, 11911900
20121221, 191.7600, 196.4500, 191.5700, 193.4200, 24598600
20121214, 192.1700, 194.8000, 191.2600, 191.7600, 19274500
20121207, 190.7600, 192.2000, 186.9400, 191.9500, 18850300
20121130, 192.4500, 193.3700, 189.2700, 190.0700, 21119100
20121123, 188.6200, 193.4900, 188.2500, 193.4900, 15826300
20121116, 190.0300, 190.8800, 184.7800, 186.9400, 18951000
20121109, 192.3600, 196.7500, 188.8800, 189.6400, 17977200
20121102, 194.8000, 198.0000, 193.2900, 193.4300, 14071200
20121026, 193.7100, 194.6800, 190.5600, 193.2700, 19824000
20121019, 208.8800, 211.0000, 193.1800, 193.3600, 37283100
20121012, 210.0200, 210.7400, 205.0500, 207.8000, 15209500
20121005, 208.0100, 211.7900, 207.9400, 210.5900, 17786100
20120928, 205.0200, 208.3200, 203.9000, 207.4500, 17962400
20120921, 205.5500, 207.9900, 205.3000, 205.9800, 24867400
20120914, 199.3900, 207.6500, 198.7300, 206.8100, 19339300
20120907, 196.6100, 199.5000, 193.2500, 199.5000, 15172300
20120831, 197.9600, 198.3000, 193.1800, 194.8500, 13113600
20120824, 200.6900, 201.1300, 194.2000, 197.7700, 14140300
20120817, 198.8800, 202.0000, 197.7200, 201.2200, 12373700
20120810, 198.7600, 200.8800, 197.2400, 199.2900, 12376100
20120803, 196.3200, 198.9500, 193.0200, 198.5200, 14944000
20120727, 189.7800, 197.4100, 188.2000, 196.3900, 18795600
20120720, 185.5800, 196.8500, 183.2000, 192.4500, 31507600
20120713, 190.7600, 191.1400, 181.8500, 186.0100, 22998800
20120706, 196.3600, 197.2000, 189.7400, 191.4100, 11920500
20120629, 192.4800, 195.8100, 188.9000, 195.5800, 18637100
20120622, 197.5700, 199.9900, 193.1900, 193.7000, 23194300
20120615, 196.6000, 199.2700, 192.1400, 199.1000, 19518700
20120608, 188.3400, 195.8299, 187.0000, 195.1400, 18002600
20120601, 195.2200, 198.0800, 188.6000, 189.0800, 21714900
20120525, 195.9800, 198.2600, 193.2000, 194.3000, 17970000
